full_block,senate_district,house_district,state,county,tract,block
2.4048E+14,38,38A,24,47,951400,73
2.4048E+14,38,38A,24,47,951400,5
2.4048E+14,38,38A,24,47,951400,0
2.4048E+14,38,38A,24,47,951400,58
2.4048E+14,38,38A,24,47,951400,23
2.4048E+14,38,38A,24,47,951400,11
2.4048E+14,38,38A,24,47,951400,21
2.4048E+14,38,38A,24,47,951400,20
2.4048E+14,38,38A,24,47,951400,22
2.4048E+14,38,38A,24,47,951400,19
2.4048E+14,38,38A,24,47,951400,9
2.4048E+14,38,38A,24,47,951400,1
2.4048E+14,38,38A,24,47,951400,10
2.4048E+14,38,38A,24,47,951400,2
2.4048E+14,38,38A,24,47,951200,58
2.4048E+14,38,38A,24,47,951400,64
2.4048E+14,38,38A,24,47,951400,63
2.4048E+14,38,38A,24,47,951400,33
2.4045E+14,38,38C,24,45,10606,16
2.4045E+14,38,38C,24,45,10606,1
2.4045E+14,38,38C,24,45,10606,0
2.4045E+14,38,38C,24,45,10604,20
2.4045E+14,38,38C,24,45,10604,8
2.4045E+14,38,38C,24,45,10604,9
2.4045E+14,38,38C,24,45,10604,21
2.4045E+14,38,38C,24,45,10606,15
2.4045E+14,38,38C,24,45,10604,19
2.4045E+14,38,38C,24,45,10604,10
2.4045E+14,38,38C,24,45,10604,7
2.4045E+14,38,38C,24,45,10604,6
2.4045E+14,38,38C,24,45,10604,13
2.4045E+14,38,38C,24,45,10604,11
2.4045E+14,38,38C,24,45,10604,14
2.4045E+14,38,38C,24,45,10604,12
2.4045E+14,38,38C,24,45,10604,5
2.4045E+14,38,38C,24,45,10606,0
2.4045E+14,38,38C,24,45,10606,49
2.4045E+14,38,38C,24,45,10606,48
2.4045E+14,38,38C,24,45,10606,51
2.4045E+14,38,38C,24,45,10606,49
2.4045E+14,38,38C,24,45,10606,17
2.4045E+14,38,38C,24,45,10606,48
2.4045E+14,38,38C,24,45,10606,50
2.4045E+14,38,38C,24,45,10606,58
2.4048E+14,38,38A,24,47,951400,86
2.4048E+14,38,38A,24,47,951500,32
2.4048E+14,38,38A,24,47,951400,88
2.4048E+14,38,38A,24,47,951500,31
2.4048E+14,38,38A,24,47,951400,85
2.4048E+14,38,38A,24,47,951400,96
2.4048E+14,38,38A,24,47,951400,95
2.4048E+14,38,38A,24,47,951400,94
2.4048E+14,38,38A,24,47,951400,83
2.4048E+14,38,38A,24,47,951400,84
2.40399E+14,38,38A,24,39,930500,60
2.40399E+14,38,38A,24,39,930500,30
2.40399E+14,38,38A,24,39,930500,26
2.40399E+14,38,38A,24,39,930500,25
2.40399E+14,38,38A,24,39,930500,27
2.40399E+14,38,38A,24,39,930500,29
2.40399E+14,38,38A,24,39,930500,21
2.40399E+14,38,38A,24,39,930500,22
2.40399E+14,38,38A,24,39,930500,28
2.40399E+14,38,38A,24,39,930500,19
2.40399E+14,38,38A,24,39,930500,12
2.40399E+14,38,38A,24,39,930500,19
2.4048E+14,38,38A,24,47,951400,30
2.4048E+14,38,38A,24,47,951400,28
2.4048E+14,38,38A,24,47,951400,19
2.4048E+14,38,38A,24,47,951400,46
2.4048E+14,38,38A,24,47,951400,25
2.4048E+14,38,38A,24,47,951400,24
2.4048E+14,38,38A,24,47,951400,82
2.4048E+14,38,38A,24,47,951400,78
2.4048E+14,38,38A,24,47,951400,80
2.4048E+14,38,38A,24,47,951400,66
2.4048E+14,38,38A,24,47,951400,67
2.4048E+14,38,38A,24,47,951400,79
2.4048E+14,38,38A,24,47,951400,65
2.4048E+14,38,38A,24,47,951400,41
2.4048E+14,38,38A,24,47,951400,48
2.4048E+14,38,38A,24,47,951400,45
2.4048E+14,38,38A,24,47,951400,22
2.4048E+14,38,38A,24,47,951400,21
2.4048E+14,38,38A,24,47,951400,23
2.4048E+14,38,38A,24,47,951400,42
2.4048E+14,38,38A,24,47,951400,43
2.4048E+14,38,38A,24,47,951400,44
2.4048E+14,38,38A,24,47,951400,39
2.4048E+14,38,38A,24,47,951400,40
2.4048E+14,38,38A,24,47,951500,17
2.4048E+14,38,38A,24,47,951500,0
2.40399E+14,38,38A,24,39,930800,42
2.40399E+14,38,38A,24,39,930800,38
2.4048E+14,38,38A,24,47,951500,6
2.4048E+14,38,38A,24,47,951500,1
2.4048E+14,38,38A,24,47,951500,5
2.40399E+14,38,38A,24,39,930800,36
2.4048E+14,38,38A,24,47,951500,0
2.4048E+14,38,38A,24,47,951400,27
2.4048E+14,38,38A,24,47,951400,26
2.4048E+14,38,38A,24,47,951400,20
2.4048E+14,38,38A,24,47,951400,18
2.4048E+14,38,38A,24,47,951400,17
2.4048E+14,38,38A,24,47,951400,67
2.4048E+14,38,38A,24,47,951400,68
2.4048E+14,38,38A,24,47,951400,15
2.4048E+14,38,38A,24,47,951400,16
2.4048E+14,38,38A,24,47,951400,13
2.4048E+14,38,38A,24,47,951400,12
2.4048E+14,38,38A,24,47,951400,71
2.4048E+14,38,38A,24,47,951400,2
2.4048E+14,38,38A,24,47,951400,1
2.4048E+14,38,38A,24,47,951400,72
2.4048E+14,38,38A,24,47,951400,14
2.4048E+14,38,38A,24,47,951400,11
2.4048E+14,38,38A,24,47,951400,5
2.4048E+14,38,38A,24,47,951400,10
2.4048E+14,38,38A,24,47,951400,3
2.4048E+14,38,38A,24,47,951400,0
2.4048E+14,38,38A,24,47,951400,4
2.4048E+14,38,38A,24,47,951400,69
2.4048E+14,38,38A,24,47,951400,70
2.4048E+14,38,38A,24,47,951400,59
2.40399E+14,38,38A,24,39,930800,16
2.40399E+14,38,38A,24,39,930800,17
2.40399E+14,38,38A,24,39,930800,9
2.40399E+14,38,38A,24,39,930101,35
2.40399E+14,38,38A,24,39,930800,7
2.40399E+14,38,38A,24,39,930101,33
2.40399E+14,38,38A,24,39,930800,10
2.40399E+14,38,38A,24,39,930101,37
2.40399E+14,38,38A,24,39,930800,6
2.40399E+14,38,38A,24,39,930800,5
2.40399E+14,38,38A,24,39,930800,15
2.40399E+14,38,38A,24,39,930800,8
2.40399E+14,38,38A,24,39,930800,3
2.40399E+14,38,38A,24,39,930800,11
2.40399E+14,38,38A,24,39,930800,4
2.40399E+14,38,38A,24,39,930101,54
2.40399E+14,38,38A,24,39,930101,55
2.40399E+14,38,38A,24,39,930101,4
2.40399E+14,38,38A,24,39,930101,1
2.40399E+14,38,38A,24,39,930800,2
2.40399E+14,38,38A,24,39,930800,1
2.40399E+14,38,38A,24,39,930101,3
2.40399E+14,38,38A,24,39,930101,56
2.4048E+14,38,38A,24,47,951400,35
2.4048E+14,38,38A,24,47,951400,50
2.4048E+14,38,38A,24,47,951400,49
2.4048E+14,38,38A,24,47,951400,48
2.4048E+14,38,38A,24,47,951400,51
2.4048E+14,38,38A,24,47,951400,60
2.4048E+14,38,38A,24,47,951400,52
2.4048E+14,38,38A,24,47,951400,47
2.4048E+14,38,38A,24,47,951400,46
2.4048E+14,38,38A,24,47,951400,32
2.4048E+14,38,38A,24,47,951400,33
2.4048E+14,38,38A,24,47,951400,36
2.4048E+14,38,38A,24,47,951400,30
2.4048E+14,38,38A,24,47,951400,31
2.4048E+14,38,38A,24,47,951400,17
2.4048E+14,38,38A,24,47,951400,15
2.4048E+14,38,38A,24,47,951400,16
2.4048E+14,38,38A,24,47,951400,13
2.4048E+14,38,38A,24,47,951400,14
2.4048E+14,38,38A,24,47,951400,37
2.4048E+14,38,38A,24,47,951400,39
2.4048E+14,38,38A,24,47,951400,45
2.4048E+14,38,38A,24,47,951400,40
2.4048E+14,38,38A,24,47,951400,38
2.4048E+14,38,38A,24,47,951400,11
2.4048E+14,38,38A,24,47,951400,10
2.4048E+14,38,38A,24,47,951400,12
2.4045E+14,38,38A,24,45,10605,1
2.4045E+14,38,38A,24,45,10606,22
2.4045E+14,38,38C,24,45,10606,2
2.4045E+14,38,38C,24,45,10606,1
2.4048E+14,38,38A,24,47,951400,0
2.4048E+14,38,38A,24,47,951200,10
2.4045E+14,38,38C,24,45,10605,0
2.4045E+14,38,38C,24,45,10606,47
2.4045E+14,38,38C,24,45,10606,46
2.4045E+14,38,38C,24,45,10606,26
2.4045E+14,38,38C,24,45,10606,27
2.4045E+14,38,38C,24,45,10606,28
2.4045E+14,38,38C,24,45,10606,25
2.4045E+14,38,38C,24,45,10606,24
2.4045E+14,38,38C,24,45,10606,29
2.4045E+14,38,38C,24,45,10606,23
2.4045E+14,38,38C,24,45,10606,3
2.4045E+14,38,38C,24,45,10606,52
2.4045E+14,38,38C,24,45,10606,42
2.4045E+14,38,38C,24,45,10606,43
2.4045E+14,38,38C,24,45,10606,2
2.4045E+14,38,38C,24,45,10606,27
2.4045E+14,38,38C,24,45,10606,24
2.4045E+14,38,38C,24,45,10606,45
2.4045E+14,38,38C,24,45,10606,47
2.4045E+14,38,38C,24,45,10606,44
2.4045E+14,38,38C,24,45,10606,46
2.4045E+14,38,38A,24,45,10605,7
2.4045E+14,38,38A,24,45,10504,29
2.4045E+14,38,38A,24,45,10605,9
2.4045E+14,38,38A,24,45,10605,4
2.4045E+14,38,38A,24,45,10605,10
2.4045E+14,38,38A,24,45,10605,8
2.4045E+14,38,38A,24,45,10606,14
2.4045E+14,38,38A,24,45,10605,5
2.4045E+14,38,38A,24,45,10606,13
2.4048E+14,38,38A,24,47,951400,5
2.4045E+14,38,38A,24,45,10605,13
2.4048E+14,38,38A,24,47,951400,4
2.4045E+14,38,38A,24,45,10605,12
2.4045E+14,38,38A,24,45,10605,22
2.4045E+14,38,38A,24,45,10605,11
2.4048E+14,38,38A,24,47,951400,3
2.4045E+14,38,38A,24,45,10605,14
2.4045E+14,38,38A,24,45,10605,3
2.4045E+14,38,38A,24,45,10605,15
2.4045E+14,38,38A,24,45,10605,19
2.4045E+14,38,38A,24,45,10605,4
2.4045E+14,38,38A,24,45,10606,16
2.4045E+14,38,38A,24,45,10606,23
2.4045E+14,38,38A,24,45,10606,20
2.4045E+14,38,38A,24,45,10606,18
2.4045E+14,38,38A,24,45,10606,17
2.4045E+14,38,38B,24,45,10504,39
2.4045E+14,38,38B,24,45,10504,34
2.4045E+14,38,38B,24,45,10504,3
2.4045E+14,38,38B,24,45,10504,23
2.4045E+14,38,38A,24,45,10504,2
2.4045E+14,38,38A,24,45,10504,25
2.4045E+14,38,38A,24,45,10504,1
2.4045E+14,38,38B,24,45,10102,42
2.4045E+14,38,38B,24,45,10102,41
2.4045E+14,38,38B,24,45,10102,52
2.4045E+14,38,38B,24,45,10102,51
2.4045E+14,38,38A,24,45,10504,26
2.4045E+14,38,38B,24,45,10102,49
2.4045E+14,38,38A,24,45,10504,0
2.4045E+14,38,38B,24,45,10102,50
2.4045E+14,38,38A,24,45,10605,6
2.4045E+14,38,38A,24,45,10504,27
2.4045E+14,38,38A,24,45,10606,12
2.4045E+14,38,38A,24,45,10504,28
2.4045E+14,38,38A,24,45,10102,57
2.4045E+14,38,38B,24,45,10102,19
2.4045E+14,38,38B,24,45,10102,34
2.4045E+14,38,38B,24,45,10102,33
2.4045E+14,38,38B,24,45,10102,29
2.4045E+14,38,38B,24,45,10102,25
2.4045E+14,38,38B,24,45,10102,31
2.4045E+14,38,38B,24,45,10102,32
2.4045E+14,38,38B,24,45,10102,30
2.4045E+14,38,38C,24,45,10606,31
2.4045E+14,38,38C,24,45,10606,18
2.4045E+14,38,38C,24,45,10606,29
2.4045E+14,38,38A,24,45,10606,21
2.4045E+14,38,38A,24,45,10606,4
2.4045E+14,38,38C,24,45,10606,54
2.4045E+14,38,38C,24,45,10606,37
2.4045E+14,38,38C,24,45,10606,39
2.4045E+14,38,38C,24,45,10606,38
2.4045E+14,38,38C,24,45,10606,41
2.4045E+14,38,38C,24,45,10606,40
2.4045E+14,38,38C,24,45,10606,32
2.4045E+14,38,38C,24,45,10606,33
2.4045E+14,38,38C,24,45,10606,34
2.4045E+14,38,38C,24,45,10606,36
2.4045E+14,38,38C,24,45,10606,30
2.4045E+14,38,38C,24,45,10606,35
2.4045E+14,38,38C,24,45,10606,14
2.4045E+14,38,38C,24,45,10606,28
2.4045E+14,38,38C,24,45,10606,23
2.4045E+14,38,38C,24,45,10606,10
2.4045E+14,38,38C,24,45,10603,15
2.4045E+14,38,38C,24,45,10603,21
2.4045E+14,38,38C,24,45,10603,22
2.4045E+14,38,38C,24,45,10603,20
2.4045E+14,38,38C,24,45,10603,12
2.4045E+14,38,38C,24,45,10606,8
2.4045E+14,38,38C,24,45,10606,9
2.4045E+14,38,38C,24,45,10603,11
2.4045E+14,38,38C,24,45,10603,23
2.4045E+14,38,38C,24,45,10603,5
2.4045E+14,38,38C,24,45,10603,37
2.4045E+14,38,38C,24,45,10606,11
2.4045E+14,38,38C,24,45,10603,14
2.4045E+14,38,38C,24,45,10606,12
2.4045E+14,38,38C,24,45,10606,4
2.4045E+14,38,38C,24,45,10603,6
2.4045E+14,38,38C,24,45,10603,8
2.4045E+14,38,38C,24,45,10603,13
2.4045E+14,38,38C,24,45,10606,5
2.4045E+14,38,38C,24,45,10606,6
2.4045E+14,38,38C,24,45,10606,13
2.4045E+14,38,38C,24,45,10606,3
2.4045E+14,38,38C,24,45,10606,7
2.4045E+14,38,38C,24,45,10604,22
2.4045E+14,38,38C,24,45,10603,9
2.4045E+14,38,38C,24,45,10603,3
2.4045E+14,38,38C,24,45,10603,4
2.4045E+14,38,38C,24,45,10603,2
2.4045E+14,38,38C,24,45,10603,1
2.4045E+14,38,38C,24,45,10603,10
2.4045E+14,38,38C,24,45,10603,0
2.4045E+14,37,37A,24,45,10200,8
2.4045E+14,37,37A,24,45,10200,9
2.4045E+14,37,37A,24,45,10200,0
2.4045E+14,37,37A,24,45,10704,19
2.4045E+14,37,37A,24,45,10704,20
2.4045E+14,37,37A,24,45,10200,5
2.4045E+14,37,37A,24,45,10200,1
2.4045E+14,38,38C,24,45,10603,38
2.4045E+14,38,38C,24,45,10604,4
2.4045E+14,38,38C,24,45,10603,19
2.4045E+14,38,38C,24,45,10603,17
2.4045E+14,38,38C,24,45,10603,16
2.4045E+14,38,38C,24,45,10603,3
2.4045E+14,38,38C,24,45,10603,26
2.402E+14,37,37B,24,19,970100,67
2.402E+14,37,37B,24,19,970100,66
2.4045E+14,37,37B,24,45,10701,46
2.402E+14,37,37B,24,19,970100,75
2.402E+14,37,37B,24,19,970100,74
2.402E+14,37,37B,24,19,970100,58
2.402E+14,37,37B,24,19,970100,69
2.4048E+14,38,38C,24,47,951700,21
2.4048E+14,38,38C,24,47,951700,19
2.4048E+14,38,38C,24,47,951700,23
2.4048E+14,38,38C,24,47,980000,90
2.4048E+14,38,38C,24,47,980000,12
2.4048E+14,38,38C,24,47,980000,4
2.4045E+14,38,38A,24,45,10605,20
2.4045E+14,38,38A,24,45,10605,18
2.4045E+14,38,38A,24,45,10605,16
2.4048E+14,38,38A,24,47,951400,2
2.4048E+14,38,38A,24,47,951400,1
2.4045E+14,38,38A,24,45,10605,17
2.4045E+14,38,38A,24,45,10605,2
2.4048E+14,38,38A,24,47,951200,28
2.4048E+14,38,38A,24,47,951200,30
2.4048E+14,38,38A,24,47,951400,42
2.4048E+14,38,38A,24,47,951200,20
2.4048E+14,38,38A,24,47,951400,41
2.4048E+14,38,38A,24,47,951200,21
2.4048E+14,38,38A,24,47,951200,13
2.4048E+14,38,38A,24,47,951400,9
2.4048E+14,38,38A,24,47,951400,6
2.4048E+14,38,38A,24,47,951200,22
2.4048E+14,38,38A,24,47,951200,19
2.4048E+14,38,38A,24,47,951200,23
2.4048E+14,38,38A,24,47,951200,27
2.4048E+14,38,38A,24,47,951200,14
2.4048E+14,38,38A,24,47,951200,25
2.4048E+14,38,38A,24,47,951200,26
2.4048E+14,38,38A,24,47,951200,15
2.4048E+14,38,38A,24,47,951200,12
2.4048E+14,38,38A,24,47,951200,11
2.4048E+14,38,38A,24,47,951200,57
2.4048E+14,38,38A,24,47,951200,54
2.4048E+14,38,38A,24,47,951200,72
2.4048E+14,38,38A,24,47,951200,53
2.4048E+14,38,38A,24,47,951200,71
2.4048E+14,38,38A,24,47,951200,70
2.4048E+14,38,38A,24,47,951200,67
2.4048E+14,38,38A,24,47,951200,68
2.4048E+14,38,38A,24,47,951400,61
2.4048E+14,38,38A,24,47,951400,74
2.4048E+14,38,38A,24,47,951400,56
2.4048E+14,38,38A,24,47,951400,44
2.4048E+14,38,38A,24,47,951400,53
2.4048E+14,38,38A,24,47,951400,43
2.4048E+14,38,38A,24,47,951200,59
2.4048E+14,38,38A,24,47,951400,57
2.4048E+14,38,38A,24,47,951400,63
2.4048E+14,38,38A,24,47,951400,55
2.4048E+14,38,38A,24,47,951200,29
2.4048E+14,38,38A,24,47,951400,54
2.4048E+14,38,38A,24,47,951200,51
2.4048E+14,38,38A,24,47,951200,52
2.4048E+14,38,38A,24,47,951200,53
2.4048E+14,38,38A,24,47,951400,92
2.4048E+14,38,38A,24,47,951400,62
2.4048E+14,38,38A,24,47,951400,78
2.4048E+14,38,38A,24,47,951400,72
2.4048E+14,38,38A,24,47,951400,73
2.4048E+14,38,38A,24,47,951400,71
2.4048E+14,38,38A,24,47,951400,70
2.4048E+14,38,38A,24,47,951400,66
2.4048E+14,38,38A,24,47,951400,69
2.4048E+14,38,38A,24,47,951400,68
2.4048E+14,38,38A,24,47,951400,65
2.4048E+14,38,38A,24,47,951400,67
2.4048E+14,38,38A,24,47,951400,39
2.4048E+14,38,38A,24,47,951400,38
2.4048E+14,38,38A,24,47,951400,9
2.4048E+14,38,38A,24,47,951400,6
2.4048E+14,38,38A,24,47,951400,7
2.4048E+14,38,38A,24,47,951400,6
2.4048E+14,38,38A,24,47,951400,3
2.4048E+14,38,38A,24,47,951400,8
2.4048E+14,38,38A,24,47,951400,34
2.4048E+14,38,38A,24,47,951400,24
2.4048E+14,38,38A,24,47,951400,7
2.4048E+14,38,38A,24,47,951400,8
2.4048E+14,38,38A,24,47,951400,4
2.4015E+14,36,36,24,15,30602,14
2.4015E+14,35,35B,24,15,30601,0
2.4015E+14,36,36,24,15,30601,2
2.4015E+14,36,36,24,15,30601,1
2.4015E+14,36,36,24,15,30601,0
2.4015E+14,36,36,24,15,30602,3
2.4015E+14,36,36,24,15,30602,5
2.4015E+14,36,36,24,15,30602,1
2.4015E+14,36,36,24,15,30602,16
2.4015E+14,36,36,24,15,30602,2
2.4015E+14,36,36,24,15,30602,0
2.4048E+14,38,38A,24,47,951400,93
2.4048E+14,38,38A,24,47,951400,64
2.4048E+14,38,38A,24,47,951400,63
2.4048E+14,38,38A,24,47,951400,61
2.4048E+14,38,38A,24,47,951400,38
2.4048E+14,38,38A,24,47,951400,60
2.4048E+14,38,38A,24,47,951400,59
2.4048E+14,38,38A,24,47,951400,32
2.4048E+14,38,38A,24,47,951400,33
2.4048E+14,38,38A,24,47,951400,91
2.4045E+14,38,38C,24,45,10604,67
2.4045E+14,38,38C,24,45,10604,52
2.4045E+14,38,38C,24,45,10604,33
2.4045E+14,38,38C,24,45,10604,62
2.4045E+14,38,38C,24,45,10604,54
2.4045E+14,38,38C,24,45,10604,55
2.4045E+14,38,38C,24,45,10604,13
2.4045E+14,38,38C,24,45,10604,69
2.4045E+14,38,38C,24,45,10606,7
2.4045E+14,38,38C,24,45,10604,41
2.4045E+14,38,38C,24,45,10604,56
2.4045E+14,38,38C,24,45,10604,57
2.4045E+14,38,38C,24,45,10604,12
2.4045E+14,38,38C,24,45,10604,14
2.4045E+14,38,38C,24,45,10604,13
2.4045E+14,38,38C,24,45,10604,3
2.4045E+14,38,38C,24,45,10604,2
2.4045E+14,38,38C,24,45,10603,23
2.4045E+14,38,38C,24,45,10603,2
2.4045E+14,38,38C,24,45,10603,20
2.4043E+14,2,02A,24,43,10200,20
2.4043E+14,2,02A,24,43,10200,16
2.4043E+14,2,02A,24,43,10200,7
2.4043E+14,2,02A,24,43,10200,8
2.4043E+14,2,02A,24,43,10200,8
2.4043E+14,2,02A,24,43,10200,30
2.4043E+14,2,02A,24,43,10200,6
2.4043E+14,2,02A,24,43,10200,2
2.4043E+14,1,01C,24,43,10300,8
2.4043E+14,1,01C,24,43,10300,5
2.4043E+14,1,01C,24,43,10300,4
2.4043E+14,2,02A,24,43,10300,2
2.4043E+14,2,02A,24,43,10300,1
2.4043E+14,2,02A,24,43,10300,0
2.4043E+14,2,02A,24,43,10200,13
2.4043E+14,2,02A,24,43,10200,11
2.4043E+14,2,02A,24,43,10200,10
2.4043E+14,2,02A,24,43,10200,9
2.4043E+14,2,02A,24,43,10200,4
2.4043E+14,2,02A,24,43,10200,3
2.40179E+14,28,28,24,17,850400,16
2.40179E+14,28,28,24,17,850400,34
2.40179E+14,28,28,24,17,850400,45
2.40179E+14,28,28,24,17,850400,33
2.40179E+14,28,28,24,17,850400,39
2.40179E+14,28,28,24,17,850400,32
2.40179E+14,28,28,24,17,850400,30
2.40179E+14,28,28,24,17,850400,40
2.4018E+14,28,28,24,17,990000,4
2.40179E+14,28,28,24,17,850400,18
2.40218E+14,4,4,24,21,770700,20
2.40218E+14,4,4,24,21,770700,12
2.40218E+14,4,4,24,21,770700,11
2.40218E+14,4,4,24,21,770700,5
2.40218E+14,4,4,24,21,770700,13
2.40218E+14,4,4,24,21,770700,0
2.40218E+14,4,4,24,21,770700,14
2.40218E+14,4,4,24,21,770700,23
2.40218E+14,4,4,24,21,770700,2
2.40218E+14,4,4,24,21,770700,1
2.40218E+14,4,4,24,21,770700,12
2.40218E+14,4,4,24,21,770700,14
2.40218E+14,4,4,24,21,770700,13
2.40218E+14,4,4,24,21,752802,61
2.40218E+14,4,4,24,21,770700,11
2.40218E+14,4,4,24,21,770700,8
2.40218E+14,4,4,24,21,770700,10
2.40218E+14,4,4,24,21,752802,33
2.40218E+14,4,4,24,21,752802,34
2.40218E+14,4,4,24,21,752802,42
2.40218E+14,4,4,24,21,770700,9
2.40218E+14,4,4,24,21,752802,32
2.40218E+14,4,4,24,21,752802,26
2.40218E+14,4,4,24,21,752802,27
2.40218E+14,4,4,24,21,770700,7
2.40218E+14,4,4,24,21,770700,15
2.40218E+14,4,4,24,21,770700,6
2.40218E+14,4,4,24,21,752801,16
2.40218E+14,4,4,24,21,752802,9
2.40218E+14,4,4,24,21,752802,3
2.40218E+14,4,4,24,21,752802,4
2.40218E+14,4,4,24,21,752802,6
2.40218E+14,4,4,24,21,752802,5
2.40218E+14,4,4,24,21,752802,23
2.40218E+14,4,4,24,21,752802,20
2.40218E+14,4,4,24,21,752802,18
2.40218E+14,4,4,24,21,752802,13
2.40218E+14,4,4,24,21,752802,28
2.40218E+14,4,4,24,21,752802,24
2.40218E+14,4,4,24,21,752802,25
2.40218E+14,4,4,24,21,752802,16
2.40218E+14,4,4,24,21,752802,17
2.40218E+14,4,4,24,21,752802,19
2.40218E+14,4,4,24,21,752802,15
2.40218E+14,4,4,24,21,752802,7
2.40218E+14,4,4,24,21,752802,10
2.40218E+14,4,4,24,21,752802,8
2.40218E+14,4,4,24,21,752802,9
2.40218E+14,4,4,24,21,752802,6
2.40218E+14,4,4,24,21,752802,21
2.40218E+14,4,4,24,21,752802,13
2.40218E+14,4,4,24,21,752801,14
2.40218E+14,4,4,24,21,752801,15
2.40218E+14,3,3,24,21,750507,4
2.40218E+14,3,3,24,21,751203,14
2.40218E+14,3,3,24,21,750507,6
2.40218E+14,3,3,24,21,750507,2
2.40218E+14,3,3,24,21,751203,9
2.40218E+14,3,3,24,21,751203,6
2.40218E+14,3,3,24,21,751203,10
2.40218E+14,3,3,24,21,751203,16
2.40218E+14,3,3,24,21,751203,11
2.40218E+14,3,3,24,21,751203,12
2.40218E+14,4,4,24,21,751203,7
2.40218E+14,3,3,24,21,751203,13
2.40218E+14,3,3,24,21,751203,13
2.40218E+14,3,3,24,21,751203,8
2.40218E+14,4,4,24,21,751203,3
2.40218E+14,4,4,24,21,770700,21
2.40218E+14,4,4,24,21,770700,19
2.40218E+14,4,4,24,21,770700,9
2.40218E+14,4,4,24,21,770700,18
2.40218E+14,4,4,24,21,770700,10
2.40218E+14,4,4,24,21,770700,12
2.40218E+14,4,4,24,21,770700,17
2.40218E+14,4,4,24,21,770700,16
2.40218E+14,4,4,24,21,770700,15
2.40218E+14,4,4,24,21,770700,4
2.40218E+14,4,4,24,21,752802,58
2.40218E+14,4,4,24,21,770700,11
2.40218E+14,4,4,24,21,770700,14
2.40218E+14,4,4,24,21,770700,13
2.40218E+14,4,4,24,21,752802,57
2.40218E+14,4,4,24,21,752802,56
2.40218E+14,4,4,24,21,752802,51
2.40218E+14,4,4,24,21,752501,16
2.40218E+14,4,4,24,21,752501,17
2.40218E+14,4,4,24,21,752501,22
2.40218E+14,4,4,24,21,752501,8
2.40218E+14,4,4,24,21,752501,15
2.40218E+14,4,4,24,21,752602,17
2.40218E+14,4,4,24,21,752501,4
2.40218E+14,4,4,24,21,752602,15
2.40218E+14,4,4,24,21,752602,7
2.40218E+14,4,4,24,21,752501,10
2.40218E+14,4,4,24,21,770700,25
2.40218E+14,4,4,24,21,770700,26
2.40218E+14,4,4,24,21,770700,28
2.40218E+14,4,4,24,21,770700,34
2.40218E+14,4,4,24,21,770700,29
2.40218E+14,4,4,24,21,770700,23
2.40218E+14,4,4,24,21,770700,24
2.40218E+14,4,4,24,21,752602,16
2.40218E+14,4,4,24,21,770700,30
2.40218E+14,4,4,24,21,770700,31
2.40218E+14,4,4,24,21,752601,6
2.40218E+14,4,4,24,21,770700,32
2.40218E+14,4,4,24,21,752501,6
2.40218E+14,4,4,24,21,752501,2
2.40218E+14,4,4,24,21,752501,3
2.40218E+14,4,4,24,21,752602,8
2.40218E+14,4,4,24,21,752602,29
2.40317E+14,15,15,24,31,700500,10
2.40317E+14,15,15,24,31,700500,17
2.40218E+14,4,4,24,21,775400,15
2.40218E+14,4,4,24,21,775400,16
2.40218E+14,4,4,24,21,775302,9
2.40218E+14,4,4,24,21,775302,14
2.40218E+14,4,4,24,21,775302,13
2.40218E+14,4,4,24,21,775302,10
2.40218E+14,4,4,24,21,752502,37
2.40218E+14,4,4,24,21,752303,45
2.40218E+14,4,4,24,21,752303,47
2.40218E+14,4,4,24,21,752303,39
2.40218E+14,4,4,24,21,752303,41
2.40218E+14,4,4,24,21,752303,43
2.40218E+14,4,4,24,21,752303,24
2.40218E+14,4,4,24,21,752502,39
2.40218E+14,4,4,24,21,752303,38
2.40218E+14,4,4,24,21,752303,29
2.40218E+14,4,4,24,21,752303,30
2.40218E+14,4,4,24,21,752303,31
2.40218E+14,4,4,24,21,752502,0
2.40218E+14,4,4,24,21,752501,18
2.40218E+14,4,4,24,21,752501,8
2.40218E+14,4,4,24,21,752501,2
2.40218E+14,4,4,24,21,752501,5
2.40218E+14,4,4,24,21,752501,11
2.40218E+14,4,4,24,21,752502,5
2.40218E+14,4,4,24,21,752501,18
2.40218E+14,4,4,24,21,752501,8
2.40218E+14,4,4,24,21,752501,9
2.40218E+14,4,4,24,21,752501,17
2.40218E+14,4,4,24,21,752501,19
2.40218E+14,4,4,24,21,752501,7
2.40218E+14,4,4,24,21,752501,48
2.40218E+14,4,4,24,21,752501,47
2.40218E+14,4,4,24,21,752501,43
2.40218E+14,4,4,24,21,752501,6
2.40218E+14,4,4,24,21,752501,42
2.40218E+14,4,4,24,21,752501,12
2.40218E+14,4,4,24,21,752501,11
2.40218E+14,4,4,24,21,752501,20
2.40218E+14,4,4,24,21,752501,14
2.40218E+14,4,4,24,21,752501,13
2.40218E+14,4,4,24,21,752501,19
2.40218E+14,4,4,24,21,752501,14
2.40218E+14,4,4,24,21,752501,18
2.40218E+14,4,4,24,21,752501,17
2.40218E+14,4,4,24,21,752501,16
2.40218E+14,4,4,24,21,752501,15
2.40218E+14,4,4,24,21,752602,18
2.40218E+14,4,4,24,21,752501,18
2.40218E+14,4,4,24,21,752501,21
2.40218E+14,4,4,24,21,752502,25
